<RecentFiles>
  <RecentFiles>
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:KnockoutIntro.aspx" caret="0" fromTop="0" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="3748" fromTop="28" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:Site.Master" caret="1996" fromTop="25" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:Appearance-bindings.aspx" caret="2105" fromTop="15" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="1559" fromTop="15" />
  </RecentFiles>
  <RecentEdits>
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="1700" fromTop="19" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="1112" fromTop="4" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="2974" fromTop="42" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="5738" fromTop="36" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="5478" fromTop="29" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="2880" fromTop="14" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="3533" fromTop="21" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="5245" fromTop="20" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="2880" fromTop="14" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="2880" fromTop="16" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="5646" fromTop="29" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="2866" fromTop="18" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:ControlBindings.aspx" caret="2375" fromTop="13" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="675" fromTop="11" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="2663" fromTop="29" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="2394" fromTop="25" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="411" fromTop="6" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="2933" fromTop="13" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="3437" fromTop="15" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="3374" fromTop="26" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="3204" fromTop="27" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="3950" fromTop="40" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="2074" fromTop="42" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="3854" fromTop="16" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="1965" fromTop="15" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:Site.Master" caret="1996" fromTop="25" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="894" fromTop="22" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="1222" fromTop="18" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="1833" fromTop="20" />
    <File id="97EB1CB4-850C-488D-A145-6A5193259DDA/f:First-FormBinding.aspx" caret="1559" fromTop="15" />
  </RecentEdits>
</RecentFiles>
